Publication Years,Publication Years_Count,Document Types,Document Types_Count,Researcher Profiles,Researcher Profiles_Count,Web of Science Categories,Web of Science Categories_Count,Citation Topics Meso,Citation Topics Meso_Count,Citation Topics Micro,Citation Topics Micro_Count,Sustainable Development Goals,Sustainable Development Goals_Count,Web of Science Index,Web of Science Index_Count,Affiliations,Affiliations_Count,Affiliation with Department,Affiliation with Department_Count,Publication Titles,Publication Titles_Count,Languages,Languages_Count,Countries/Regions,Countries/Regions_Count,Publishers,Publishers_Count,Research Areas,Research Areas_Count,Open Access,Open Access_Count,Funding Agencies,Funding Agencies_Count,Conference Titles,Conference Titles_Count,Book Series Titles,Book Series Titles_Count,Editors,Editors_Count
,,,,"Fernandes, Fabiano Andre Narciso",2,,,,,,,,,,,INSTITUTE BIOMED SCIENCE UNIVERSITY SAO PAULO,1,University Of Oxford Wildlife Conservation Research Unit,1.0,NEGLECTED TROPICAL DISEASES LATIN AMERICA AND THE CARIBBEAN,1.0,,,,,,,,,,,POSTGRADUATE PROGRAM ON PARASITE BIOLOGY IOC FIOCRUZ,1.0,,,,,,
,,,,"Costa Maia, Vincius Fernandes",2,,,,,,,,,,,INSTITUTE OF BIOLOGICAL ENVIRONMENTAL RURAL SCIENCES IBERS,1,,,NUCLEUS INDIA,1.0,,,,,,,,,,,PPBIO REDE BIOMA,1.0,,,,,,
,,,,"Mello, D. A. C. P. G.",2,,,,,,,,,,,INSTITUTE OF CYTOLOGY GENETICS ICG SB RAS,1,,,PARASITE IMMUNOLOGY,1.0,,,,,,,,,,,PROBIO I MMA GEF,1.0,,,,,,
,,,,"de Oliveira, Renata Carvalho",2,,,,,,,,,,,INSTITUTO EVANDRO CHAGAS,1,,,PEERJ,1.0,,,,,,,,,,,PROBIO II MCT MMA GEF,1.0,,,,,,
,,,,"Menezes, Aleksandra",2,,,,,,,,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA INTA,1,,,REVISTA BRASILEIRA DE GENETICA,1.0,,,,,,,,,,,PROGRAM IN BIODIVERSITY AND HEALTH PPGBS,1.0,,,,,,
,,,,Ricardo Siqueira Bovendorp,2,,,,,,,,,,,INTERNATIONAL CENTER FOR TROPICAL AGRICULTURE CIAT,1,,,SCIENCE ADVANCES,1.0,,,,,,,,,,,PROGRAMA DE INCENTIVOS,1.0,,,,,,
,,,,Lucile Maria Floeter-Winter,2,,,,,,,,,,,KENYA MEDICAL RESEARCH INSTITUTE,1,,,SYSTEMATIC ZOOLOGY,1.0,,,,,,,,,,,PROGRAMA PROCIENCIA UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,1.0,,,,,,
,,,,"Amaral, Katia B.",2,,,,,,,,,,,LAB CENT GONCALO MONIZ,1,,,ZOOKEYS,1.0,,,,,,,,,,,RUDOLF BARTH ELECTRON MICROSCOPY PLATFORM FROM THE OSWALDO CRUZ INSTITUTE FIOCRUZ,1.0,,,,,,
,,,,"Digiani, Maria Celina",2,,,,,,,,,,,LOMONOSOV MOSCOW UNIVERSITY,1,,,ZOOLOGIA,1.0,,,,,,,,,,,SCIENCE AND TECHNOLOGY DEVELOPMENT FUND STDF,1.0,,,,,,
,,,,"Moreira, Aline",2,,,,,,,,,,,LONDON SCHOOL OF HYGIENE TROPICAL MEDICINE,1,,,,,,,,,,,,,,,SECYT UNLP,1.0,,,,,,
,,,,"Braga, Caryne",2,,,,,,,,,,,MINIST SALUD NAC,1,,,,,,,,,,,,,,,SESDEC,1.0,,,,,,
,,,,"Palazzi, Cinthia",2,,,,,,,,,,,MINNESOTA STATE COLLEGES UNIVERSITIES,1,,,,,,,,,,,,,,,SR2 UERJ PROGRAMA PROCIENCIA,1.0,,,,,,
,,,,"Santori, Ricardo Tadeu",2,,,,,,,,,,,MINNESOTA STATE UNIVERSITY MANKATO,1,,,,,,,,,,,,,,,SWEDISH RESEARCH COUNCIL,1.0,,,,,,
,,,,"Bastos, Fernanda Aparecida Nieri",2,,,,,,,,,,,MUSEO LA PLATA,1,,,,,,,,,,,,,,,UNIVERSIDADE ESTADUAL DE SANTA CRUZ UESC,1.0,,,,,,
,,,,Camilla Di Nizo,2,,,,,,,,,,,MUSEUM NATIONAL D HISTOIRE NATURELLE MNHN,1,,,,,,,,,,,,,,,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO UFRRJ,1.0,,,,,,
,,,,"Bonecker, Simone T.",2,,,,,,,,,,,NATL MUSEUMS KENYA,1,,,,,,,,,,,,,,,UNIVERSIDADE TO ESTADO DO RIO DE JANEIRO PIBIC,1.0,,,,,,
,,,,"Cardoso, Thiago",2,,,,,,,,,,,NOVOSIBIRSK STATE UNIVERSITY,1,,,,,,,,,,,,,,,VICE PRESIDENCY OF EDUCATION INFORMATION AND COMMUNICATION VPEIC OF THE OSWALDO CRUZ INSTITUTE FIOCRUZ,1.0,,,,,,
,,,,"Onofrio, Valeria",2,,,,,,,,,,,PONTIFICIA UNIVERSIDADE CATOLICA DE MINAS GERAIS,1,,,,,,,,,,,,,,,WELLCOME TRUST,1.0,,,,,,
,,,,"Faccini, João",2,,,,,,,,,,,PURDUE UNIVERSITY,1,,,,,,,,,,,,,,,WORLD HEALTH ORGANIZATION,1.0,,,,,,
,,,,"SOARES, Joao FABIO",2,,,,,,,,,,,PURDUE UNIVERSITY SYSTEM,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"dos Santos, Marcos Antônio Souza",2,,,,,,,,,,,SAO PAULO UNIV ESALQ,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Robles, Maria Del Rosario",2,,,,,,,,,,,SECRETARIA ESTADO SAUDE SAO PAULO,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Resende, Samira Diniz",2,,,,,,,,,,,SECRETARIA ESTADUAL SAUDE,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Peralta, Regina H.",2,,,,,,,,,,,SIENA COLL,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Caccavo, Aldo",2,,,,,,,,,,,SORBONNE UNIVERSITE,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Rozental, Tatiana",2,,,,,,,,,,,STATE UNIV MINAS GERAIS UEMG,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Aguiar, Yasmin",2,,,,,,,,,,,STATE UNIVERSITY SYSTEM OF FLORIDA,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Ventura, Karen",2,,,,,,,,,,,TEXAS TECH UNIVERSITY,1,,,,,,,,,,,,,,,,,,,,,,
,,,,Ana Cláudia Delciellos,2,,,,,,,,,,,TEXAS TECH UNIVERSITY SYSTEM,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Carmo, Lívia",2,,,,,,,,,,,TULANE UNIV,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Gonçalves, Pablo R",2,,,,,,,,,,,UK RESEARCH INNOVATION UKRI,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Ventura, Karen",2,,,,,,,,,,,UNIV VALE RIO DOS SINOS UNISINOS,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Vilela, Roberto do Val",2,,,,,,,,,,,UNIVERSIDAD DE LA REPUBLICA URUGUAY,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Ernest, Kristina A.",2,,,,,,,,,,,UNIVERSIDADE DE PERNAMBUCO UPE,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Gettinger, Donald",2,,,,,,,,,,,UNIVERSIDADE DE SANTO AMARO UNISA,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Gobbi, Nivar",2,,,,,,,,,,,UNIVERSIDADE DO PORTO,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Blagojević, Jelena",2,,,,,,,,,,,UNIVERSIDADE DO VALE DO RIO DOS SINOS UNISINOS,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Hooper, C. S.",2,,,,,,,,,,,UNIVERSIDADE FEDERAL DA BAHIA,1,,,,,,,,,,,,,,,,,,,,,,
,,,,"Vieira, Emerson Monteiro",2,,,,,,,,,,,UNIVERSIDADE FEDERAL DE ALAGOAS,1,,,,,,,,,,,,,,,,,,,,,,
