Publication Years,Publication Years_Count,Document Types,Document Types_Count,Researcher Profiles,Researcher Profiles_Count,Web of Science Categories,Web of Science Categories_Count,Citation Topics Meso,Citation Topics Meso_Count,Citation Topics Micro,Citation Topics Micro_Count,Sustainable Development Goals,Sustainable Development Goals_Count,Web of Science Index,Web of Science Index_Count,Affiliations,Affiliations_Count,Affiliation with Department,Affiliation with Department_Count,Publication Titles,Publication Titles_Count,Languages,Languages_Count,Countries/Regions,Countries/Regions_Count,Publishers,Publishers_Count,Research Areas,Research Areas_Count,Open Access,Open Access_Count,Funding Agencies,Funding Agencies_Count,Conference Titles,Conference Titles_Count,Book Series Titles,Book Series Titles_Count,Editors,Editors_Count
1984.0,8.0,,,"FALLS, W",4,Psychology Multidisciplinary,2.0,1.54 Molecular & Cell Biology - Genetics,1.0,3.35.434 Sexual Selection,2.0,,,,,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,5,University Of Florida Emerging Pathogens Institute,2,JOURNAL OF PROTOZOOLOGY,3,,,SINGAPORE,1.0,Amer Psychological Assoc,2,Engineering,1.0,,,BIELEFELD YOUNG RESEARCHERS FUND GERMANY,1,,,,,,
1983.0,5.0,,,"Kuntz, Richard",4,Archaeology,1.0,1.6 Immunology,1.0,3.40.627 Forest Conservation,2.0,,,,,UNIVERSITE DE MONTPELLIER,5,University Of Florida Health,2,PARASITE EPIDEMIOLOGY AND CONTROL,3,,,SOUTH AFRICA,1.0,Amer Veterinary Medical Assoc,2,Food Science Technology,1.0,,,BIO MANGUINHOS,1,,,,,,
1982.0,3.0,,,"Romero Lares, Maria Carolina",4,Biotechnology Applied Microbiology,1.0,1.95 Gastrointestinal & Esophageal Diseases,1.0,3.40.86 Plant Communities,2.0,,,,,CENTERS FOR DISEASE CONTROL PREVENTION USA,4,University Of Florida Health Science Center,2,PESQUISA AGROPECUARIA BRASILEIRA,3,,,SURINAME,1.0,Canadian Science Publishing,2,General Internal Medicine,1.0,,,BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL BBSRC,1,,,,,,
1981.0,12.0,,,"Rocha, S.",4,Chemistry Analytical,1.0,1.96 Cell Biology,1.0,8.305.1035 Vertebrate Paleontology,2.0,,,,,CHARITE UNIVERSITATSMEDIZIN BERLIN,4,University Of Florida Institute Of Food And Agricultural Sciences,2,TEXAS JOURNAL OF SCIENCE,3,,,SWEDEN,1.0,Carnegie Museum Natural History,2,Geography,1.0,,,BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS RENOVAVEIS,1,,,,,,
1980.0,5.0,,,"Guhl, Felipe",4,Chemistry Applied,1.0,"2.123 Protein Stucture, Folding & Modelling",1.0,1.104.568 Viral Disease Dynamics,1.0,,,,,EGYPTIAN KNOWLEDGE BANK EKB,4,University Of Kansas School Of Medicine,2,VECTOR BORNE AND ZOONOTIC DISEASES,3,,,TURKEY,1.0,E J BRILL,2,Geology,1.0,,,BRAZILIAN GRANTS FROM REDE DE PLATAFORMAS TECNOLOGICAS PROGRAMA DE DESENVOLVIMENTO TECNOLOGICO EM INSUMOS PARA SAUDE FUNDACAO OSWALDO CRUZ,1,,,,,,
1979.0,11.0,,,"Saldana, Azael",4,Chemistry Medicinal,1.0,"2.165 Nanofibers, Scaffolds & Fabrication",1.0,1.111.162 Hepatocellular Carcinoma,1.0,,,,,FIOCRUZ RESEARCH CENTER RENE RACHOU,4,University Of Leeds Faculty Of Biological Sciences,2,ACTA CIENTIFICA VENEZOLANA,2,,,USSR,1.0,Edp Sciences S A,2,History Philosophy Of Science,1.0,,,C N R COLOMBIAN NATURAL RESOURCES I S A S,1,,,,,,
1978.0,7.0,,,"Zuluaga, Sara",4,Chemistry Multidisciplinary,1.0,2.170 Nucleic Acids Chemistry,1.0,1.120.384 Gut Microbiota,1.0,,,,,FREE UNIVERSITY OF BERLIN,4,University Of Leeds School Of Biology,2,ACTA PARASITOLOGICA,2,,,,,Hindawi Publishing Group,2,Materials Science,1.0,,,CAMPUS RESEARCH AND PUBLICATION FUND AT THE UNIVERSITY OF THE WEST INDIES ST AUGUSTINE CAMPUS,1,,,,,,
1977.0,14.0,,,"Viettri, Mercedes",4,Clinical Neurology,1.0,2.176 Drug Delivery Chemistry,1.0,1.125.1718 Hepatitis A And E,1.0,,,,,HUMBOLDT UNIVERSITY OF BERLIN,4,University Of Louisville Department Of Anatomical Sciences And Neurobiology,2,AMERICAN JOURNAL OF HYGIENE,2,,,,,"Inst Altos Estudios, Dr Arnoldo Gaboldon",2,Medical Laboratory Technology,1.0,,,CAMPUS RESEARCH AND PUBLICATION FUNDS OF THE UNIVERSITY OF THE WEST INDIES ST AUGUSTINE,1,,,,,,
1976.0,13.0,,,"Jones, Kegan Romelle",4,Dermatology,1.0,3.16 Phytochemicals,1.0,1.127.938 Nadph Oxidase,1.0,,,,,LEIDEN UNIVERSITY,4,University Of Louisville Health Sciences Center,2,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2,,,,,Inst Nacional Salud,2,Mycology,1.0,,,CARNEGIE MUSEUM OF NATURAL HISTORY,1,,,,,,
1975.0,10.0,,,"Dubey, Jitender P. P.",4,Engineering Biomedical,1.0,3.2 Marine Biology,1.0,1.134.1924 S100b,1.0,,,,,LEIDEN UNIVERSITY EXCL LUMC,4,University Of Louisville School Of Medicine,2,AMERICAN JOURNAL OF VETERINARY RESEARCH,2,,,,,J REPROD FERTIL INC,2,Optics,1.0,,,CDCH DE LA CENTRAL UNIVERSITY OF VENEZUELA CARACAS VENEZUELA,1,,,,,,
1974.0,7.0,,,"Ferrer, Elizabeth",4,Environmental Sciences,1.0,3.232 Veterinary Sciences,1.0,1.154.277 Mechanical Ventilation,1.0,,,,,SMITHSONIAN TROPICAL RESEARCH INSTITUTE,4,University Of Missouri College Of Agriculture Food And Natural Resources,2,AMERICAN MIDLAND NATURALIST,2,,,,,MEM INST OSWALDO CRUZ,2,Pathology,1.0,,,CEIBA FOUNDATION,1,,,,,,
1973.0,7.0,,,"Mariscal Aguilar, Cristina",4,Environmental Studies,1.0,"3.60 Herbicides, Pesticides & Ground Poisoning",1.0,1.181.2229 Scorpion Envenomation,1.0,,,,,UNIV CTR OCCIDENTAL,4,University Of Missouri School Of Natural Resources,2,AMERICAN NATURALIST,2,,,,,MUSEUM NAT HIST NATURELLE,2,Polymer Science,1.0,,,CENTER FOR COMPARATIVE ARCHAEOLOGY,1,,,,,,
1972.0,4.0,,,"RENFREE, MB",4,Food Science Technology,1.0,"6.223 Hospitality, Leisure, Sport & Tourism",1.0,1.186.934 Sex Chromosome Variations,1.0,,,,,UNIVERSIDAD COOPERATIVA DE COLOMBIA,4,University Of New Mexico College Of Arts And Sciences,2,ANATOMIA HISTOLOGIA EMBRYOLOGIA,2,,,,,SPRINGER INT PUBL AG,2,Respiratory System,1.0,,,CENTER FOR GENOME RESEARCH AND BIOCOMPUTING CGRB AT OREGON STATE UNIVERSITY,1,,,,,,
1971.0,11.0,,,"Pinho, Adriana P.",4,Geography,1.0,,,1.195.1341 Enteric Nervous System,1.0,,,,,UNIVERSIDAD DE LA REPUBLICA URUGUAY,4,University Of New Mexico Department Of Biology,2,ANNALS OF CARNEGIE MUSEUM,2,,,,,Sage,2,Social Sciences Other Topics,1.0,,,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,1,,,,,,
1970.0,10.0,,,"MCMANUS, J",4,Geosciences Multidisciplinary,1.0,,,1.204.316 Glycosylation Roles,1.0,,,,,UNIVERSIDAD INDUSTRIAL DE SANTANDER,4,University Of Oxford Mathematical Physical And Life Sciences Division,2,BIOCHIMICA ET BIOPHYSICA ACTA,2,,,,,Soc Brasil Genetica,2,Sociology,1.0,,,CHAGAS DISEASE NATIONAL CONTROL PROGRAM OF THE BRAZILIAN HEALTH MINISTRY,1,,,,,,
1969.0,4.0,,,"Araujo Carreira, Joao Carlos",4,History Philosophy Of Science,1.0,,,1.218.658 Respiratory Control,1.0,,,,,UNIVERSIDAD VERACRUZANA,4,University Of Panama Faculty Of Medicine,2,BIOMEDICA,2,,,,,Soc Brasileira Medicina Tropical,2,Spectroscopy,1.0,,,CHINESE ACADEMY OF SCIENCES PRESIDENT S INTERNATIONAL FELLOWSHIP INITIATIVE,1,,,,,,
1968.0,1.0,,,"Moura-da-Silva, Ana M",3,Materials Science Multidisciplinary,1.0,,,1.23.1680 Injection Safety,1.0,,,,,UNIVERSIDADE FEDERAL DE SAO JOAO DEL REI,4,University Of Virginia School Of Medicine,2,BOLETIN DE MALARIOLOGIA Y SALUD AMBIENTAL,2,,,,,Soc Reproduction Fertility,2,Surgery,1.0,,,CNPQ BOLSISTA DE PRODUTIVIDADE NIVEL 1,1,,,,,,
1967.0,3.0,,,"Povoa, Marinete Marins",3,Medical Laboratory Technology,1.0,,,1.246.710 Enteric Viruses,1.0,,,,,UNIVERSITY OF TENNESSEE KNOXVILLE,4,University Of Washington College Of Arts Sciences,2,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY,2,,,,,Swets Zeitlinger Publishers,2,Urban Studies,1.0,,,CNPQ BOLSISTA DE PRODUTIVIDADE NIVEL 1 CNPQ,1,,,,,,
1966.0,3.0,,,"NALBANDOV, A",3,Medicine General Internal,1.0,,,1.246.985 Cryptosporidium,1.0,,,,,UNIVERSITY OF TENNESSEE SYSTEM,4,Uva Health,2,COMPARATIVE PARASITOLOGY,2,,,,,Univ Chicago Press,2,,,,,CNPQ PRODUCTIVITY GRANT,1,,,,,,
1965.0,6.0,,,"MOORE, JA",3,Mycology,1.0,,,1.25.512 Heat Shock Proteins,1.0,,,,,UNIVERSITY OF TEXAS SYSTEM,4,Ain Shams University Faculty Of Science,1,ENVIRONMENTAL ENTOMOLOGY,2,,,,,"Univ Nacional Mayor de San Marcos, Faculty  Biological Sciences",2,,,,,COLCIENCIAS 757 NATIONAL DOCTORATE SCHOLARSHIP,1,,,,,,
1964.0,1.0,,,"Nasi, JP",3,Optics,1.0,,,1.253.1411 Diabetic Neuropathy,1.0,,,,,UNIVERSITY OF VIENNA,4,Autonomous University Of Yucatan Faculty Of Medicine,1,EXPERIMENTAL BRAIN RESEARCH,2,,,,,"Univ Zulia, Facultad Ciencias Veterinarias",2,,,,,COLCIENCIAS POSTDOCTORAL FELLOWSHIP,1,,,,,,
1962.0,2.0,,,"Myers, Barret J.",3,Pathology,1.0,,,1.42.2342 Francisella Tularensis,1.0,,,,,UNIVERSITY OF WASHINGTON,4,Autonomous University Of Yucatan Health Sciences Campus,1,FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,2,,,,,AMER ASSOC DENTAL RESEARCH,1,,,,,COMISION NACIONAL PARA EL CONOCIMIENTO Y USO DE LA BIODIVERSIDAD MEXICO,1,,,,,,
1961.0,3.0,,,"marcet, Paula L",3,Polymer Science,1.0,,,1.42.376 Salmonella And Campylobacter,1.0,,,,,UNIVERSITY OF WASHINGTON SEATTLE,4,Bangor University School Of Natural Sciences,1,FRONTIERS IN ECOLOGY AND EVOLUTION,2,,,,,AMER ASSOC Z00 VETERINARIANS,1,,,,,COMITE PARA EL DESARROLLO DE LA INVESTIGACION CODI OF UNIVERSIDAD DE ANTIOQUIA,1,,,,,,
1959.0,1.0,,,"Rossi, Rogerio V",3,Psychology Biological,1.0,,,1.49.928 Dental Regeneration,1.0,,,,,VIRGINIA POLYTECHNIC INSTITUTE STATE UNIVERSITY,4,Brigham And Women S Hospital Department Of Medicine,1,GENETICS AND MOLECULAR BIOLOGY,2,,,,,"Alaken, Inc",1,,,,,COMITE PARA EL DESARROLLO DE LA INVESTIGACION CODI OF UNIVERSIDAD DE ANTIOQUIA CONVOCATORIA DE PROYECTOS DE INVESTIGACION EN LOS PROGRAMAS DE PREGRADO,1,,,,,,
1958.0,2.0,,,"Pineda, Vanessa",3,Respiratory System,1.0,,,1.5.420 Stress And Cortisol,1.0,,,,,YALE UNIVERSITY,4,Brown University Division Of Biology And Medicine,1,IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,2,,,,,Amer Assoc Advancement Science,1,,,,,COMITE PARA EL DESARROLLO DE LA INVESTIGACION CODI OF UNIVERSITY DE ANTIOQUIA,1,,,,,,
1956.0,2.0,,,"Rocha, Sidney Lemos",3,Social Sciences Interdisciplinary,1.0,,,1.54.1401 Genome Editing,1.0,,,,,AUSTRALIAN NATIONAL UNIVERSITY,3,Burke Museum,1,INTERNATIONAL JOURNAL FOR PARASITOLOGY,2,,,,,Amer Museum Natural History,1,,,,,CONACYT PRONAII 5 GRANT,1,,,,,,
1954.0,2.0,,,"PRESTWOOD, A",3,Sociology,1.0,,,1.6.2262 Neutrophil Extracellular Traps,1.0,,,,,BENI SUEF UNIVERSITY,3,Central University Of Venezuela Faculty Of Medicine Jose Maria Vargas,1,JOURNAL OF BIOLOGICAL CHEMISTRY,2,,,,,Amer Physiological Soc,1,,,,,CONARE COSTA RICA,1,,,,,,
1952.0,1.0,,,"Momen, Hooman",3,Spectroscopy,1.0,,,1.7.661 Saccades,1.0,,,,,CARNEGIE MUSEUM NAT HIST,3,Central University Of Venezuela Faculty Of Pharmacy,1,JOURNAL OF ENDOCRINOLOGY,2,,,,,Amer Soc Biochemistry Molecular Biology Inc,1,,,,,CONOCOPHILLIPS COLOMBIA VENTURES LTD,1,,,,,,
1946.0,2.0,,,"Gottdenker, Nicole L.",3,Surgery,1.0,,,1.82.811 Transcranial Magnetic Stimulation,1.0,,,,,DUKE UNIVERSITY,3,Charite Center 13 Internal Medicine Gastroenterology And Nephrology,1,JOURNAL OF PHYSIOLOGY LONDON,2,,,,,Amer Soc Microbiology,1,,,,,CONSEJO DE DESARROLLO CIENTIFICO Y HUMANISTICO,1,,,,,,
1945.0,1.0,,,Benjamin M. Rosenthal,3,Urban Studies,1.0,,,1.82.875 Spinal Cord Injury,1.0,,,,,HARVARD UNIVERSITY,3,Charite University Hospital Berlin Center 5 For Diagnostic Laboratory And Preventive Medicine,1,JOURNAL OF THERMAL BIOLOGY,2,,,,,Asociacion Argentina Microbiologia,1,,,,,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA CONICIT,1,,,,,,
1937.0,1.0,,,"Stobbe, N.",3,,,,,1.95.541 Gerd & Achalasia,1.0,,,,,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,3,Charite University Hospital Berlin Institute Of Microbiology And Hygiene,1,PARASITE,2,,,,,Bioscientifica Ltd,1,,,,,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA SCHOLARSHIP,1,,,,,,
1934.0,1.0,,,"Tesh, Robert B.",3,,,,,1.96.302 Membrane Trafficking,1.0,,,,,INSTITUTO CONMEMORATIVO GORGAS DE ESTUDIOS DE LA SALUD,3,Charite University Hospital Department Of Nephrology And Internal Intensive Care Medicine,1,PATHOGENS,2,,,,,Brigham Young Univ,1,,,,,CONSEJO NACIONAL DE HUMANIDADES CIENCIAS Y TECNOLOGIAS CONAHCYT,1,,,,,,
1901.0,1.0,,,"Adogwa, Andrew O.",3,,,,,2.123.13 Protein Folding,1.0,,,,,MICHIGAN STATE UNIVERSITY,3,Charite University Hospital Department Of Nephrology And Internal Intensive Care Medicine Charite Central Campus,1,PLOS ONE,2,,,,,Brill Academic Publishers,1,,,,,CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS SPAIN,1,,,,,,
,,,,"Bernardes, Rosane F.",3,,,,,2.165.1601 Silk Fibroin,1.0,,,,,NIH NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES NIEHS,3,Clemson University College Of Science,1,PROCEEDINGS OF THE HELMINTHOLOGICAL SOCIETY OF WASHINGTON,2,,,,,C M B  Assoc,1,,,,,CONSERVATION INTERNATIONAL,1,,,,,,
,,,,"Mata López, Rosario",3,,,,,2.170.185 Rna Translation Dynamics,1.0,,,,,PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION PCSHE,3,Clemson University Department Of Biological Sciences,1,REVISTA CIENTIFICA FACULTAD DE CIENCIAS VETERINARIAS,2,,,,,Cadernos Saude Publica,1,,,,,CONSILIUL NATIONAL AL CERCETARII STIINTIFICE CNCS,1,,,,,,
,,,,"Cadena, Horacio",3,,,,,2.176.771 Transdermal Delivery,1.0,,,,,PONTIFICIA UNIVERSIDADE CATOLICA DO RIO GRANDE DO SUL,3,Complutense University Of Madrid Faculty Of Education,1,REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL,2,,,,,Canadian Vet Med Assoc,1,,,,,COORDENACAO DE APERFEICOAMENTO PESSOAL CAPES,1,,,,,,
,,,,"Chaplin, Erica",3,,,,,3.16.1496 Ethnobotany,1.0,,,,,ROYAL TROP INST,3,Emory University Department Of Environmental Studies,1,REVISTA PERUANA DE BIOLOGIA,2,,,,,Centers  Disease Control & Prevention,1,,,,,COORDINACION DE LA INVESTIGACION CIENTIFICA CIC OF THE UMSNH,1,,,,,,
,,,,"Carrasco, Hernan Jose",3,,,,,3.2.1504 Teleostei,1.0,,,,,TEXAS A M UNIVERSITY KINGSVILLE,3,Emory University Emory College Of Arts And Sciences,1,REVUE D ECOLOGIE LA TERRE ET LA VIE,2,,,,,Edinburgh Univ Press,1,,,,,CORPORACION UNIVERSITARIA REMINGTON,1,,,,,,
,,,,"da Rocha, Surza L. G.",3,,,,,3.220.701 Olfactory Systems,1.0,,,,,TEXAS A M UNIVERSITY SYSTEM,3,Escola Veterinary Ufmg,1,STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,2,,,,,Federacion Bioquimica Provincia Buenos Aires,1,,,,,CORPORACION UNIVERSITARIA REMINGTON CONVOCATORIA JOVEN INVESTIGADOR,1,,,,,,
,,,,"Culberson, James",3,,,,,3.232.1120 Veterinary Oncology,1.0,,,,,TEXAS BIOMEDICAL RESEARCH INSTITUTE,3,Eth Zurich Department Of Chemistry And Applied Biosciences,1,TICKS AND TICK BORNE DISEASES,2,,,,,Federation Amer Soc Exp Biol,1,,,,,CSIC OPEN ACCESS PUBLICATION SUPPORT INITIATIVE THROUGH ITS UNIT OF INFORMATION RESOURCES FOR RESEARCH URICI,1,,,,,,
,,,,"Eibner, Georg",3,,,,,3.32.1638 Forensic Entomology,1.0,,,,,ULM UNIVERSITY,3,Eth Zurich Laboratory Of Organic Chemistry,1,TROPICAL MEDICINE AND INFECTIOUS DISEASE,2,,,,,Gustav Fischer Verlag Jena,1,,,,,DEAN A LINDHOLM MEMORIAL TRAVEL AWARD,1,,,,,,
,,,,"Lall, Kavita Ranjeeta",3,,,,,3.32.1848 Baculovirus,1.0,,,,,UNIV ATLANTICO,3,Federal University Of Ceara Department Of Physiology And Pharmacology,1,VETERINARY RESEARCH COMMUNICATIONS,2,,,,,INST MEDICINA TROPICAL,1,,,,,DEPARTMENT OF BOYACA,1,,,,,,
,,,,"Neto Paiva, Manoel de Arujo",3,,,,,3.35.1285 Bird Vocalization,1.0,,,,,UNIV CENT OCCIDENTAL,3,Federal University Of Minas Gerais Department Of Zoology,1,VISION RESEARCH,2,,,,,Inst Nacional Pesquisas Amazonia,1,,,,,DEPARTMENT OF FOOD PRODUCTION THE UNIVERSITY OF THE WEST INDIES,1,,,,,,
,,,,"Oliveira Garcia, Monique Ramos",3,,,,,3.35.683 Reptile Ecology,1.0,,,,,UNIVERSIDAD AUTONOMA DE YUCATAN,3,Federal University Of Parana Biological Sciences Sector,1,ZOOKEYS,2,,,,,Inst Nacional Salud - Peru,1,,,,,DEPARTMENT OF HEALTH OF CEARA STATE SESA CE,1,,,,,,
,,,,"Pacheco, Richard Campos",3,,,,,3.35.790 Amphibian Ecology,1.0,,,,,UNIVERSIDAD AUTONOMA METROPOLITANA MEXICO,3,Federal University Of Parana Department Of Zoology,1,ACTA AMAZONICA,1,,,,,Int Inst Ecology,1,,,,,DEPARTMENT OF SCIENCE AND TECHNOLOGY OF THE MINISTRY OF HEALTH OF BRAZIL DEPARTAMENTO DE CIENCIA E TECNOLOGIA DO MINISTERIO DA SAUDE DO BRASIL DECIT MS,1,,,,,,
,,,,"Martins, Thiago",3,,,,,3.40.1598 Wildfire Dynamics,1.0,,,,,UNIVERSIDAD COSTA RICA,3,Federal University Of Pernambuco Department Of Zoology,1,ACTA ANATOMICA,1,,,,,J ENDOCRINOLOGY LTD,1,,,,,DEUTSCHER AKADEMISCHER AUSTAUSCH DIENST DAAD,1,,,,,,
,,,,"Aguilar, Irma Jocelyn",3,,,,,3.60.548 Cholinesterase Inhibition,1.0,,,,,UNIVERSIDAD DE CONCEPCION,3,Federal University Of Pernambuco Life Sciences Center,1,ACTA BIOQUIMICA CLINICA LATINOAMERICANA,1,,,,,Lippincott Williams & Wilkins,1,,,,,DGAPA UNAM POSTDOCTORAL FELLOWSHIP,1,,,,,,
,,,,"Bernardes, RF",3,,,,,3.64.864 Evolutionary Dynamics,1.0,,,,,UNIVERSIDAD DE PANAMA,3,Federal University Of Rio De Janeiro Alberto Luiz Coimbra Institute Of Graduate Studies And Research In Engineering,1,ACTA MORPHOLOGICA NEERLANDO SCANDINAVICA,1,,,,,MACMILLAN MAGAZINES LTD,1,,,,,DIRECCION DE CIENCIA Y TECNOLOGIA DITEC OF THE COMANDO DE EDUCACION Y DOCTRINA CEDOC COLOMBIA NATIONAL ARMY,1,,,,,,
,,,,Elisa Cupolillo,3,,,,,6.223.247 Tourism Impacts,1.0,,,,,UNIVERSIDAD NACIONAL DE ASUNCION,3,Federal University Of Rio De Janeiro Centre Of Mathematical And Natural Sciences,1,ACTA SCIENTIAE VETERINARIAE,1,,,,,Mezhdunarodnaya Kniga,1,,,,,DIRECCIONDE INVESTIGACIONE INNOVACIO N FROM UNIVERSIDAD DEL ROSARIO JDR,1,,,,,,
,,,,"deSouza, A",3,,,,,8.93.1193 Stable Isotopes,1.0,,,,,UNIVERSIDADE DE BRASILIA,3,Federal University Of Rio De Janeiro Centre Of Technology,1,ACTA THERIOLOGICA,1,,,,,N V Ceuterick,1,,,,,DIVISION OF MICROBIOLOGY AND INFECTIOUS DISEASES,1,,,,,,
,,,,"de Carli, G.",3,,,,,8.93.362 Cultural Archaeology,1.0,,,,,UNIVERSIDADE FEDERAL DE MATO GROSSO,3,Federal University Of Rio De Janeiro Department Of Ecology,1,ACTA ZOOLOGICA,1,,,,,NATURE PORTFOLIO,1,,,,,DOCTORATE PROGRAM IN AGRICULTURAL SCIENCES DOCTORADO EN CIENCIAS AGROPECUARIAS,1,,,,,,
,,,,"Pacheco de Araujo, Flavio Antonio",3,,,,,,,,,,,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,3,Federal University Of Rio De Janeiro Department Of Genetics,1,AGENTS AND ACTIONS,1,,,,,Optica Publishing Group,1,,,,,DRUGS FOR NEGLECTED DISEASES INITIATIVE,1,,,,,,
,,,,"Fernandes, O.",3,,,,,,,,,,,UNIVERSIDADE FEDERAL DE RONDONIA,3,Federal University Of Rio De Janeiro Forum Of Science And Culture,1,AMERICAN JOURNAL OF PHYSIOLOGY,1,,,,,PSYCHOLOGICAL RECORD,1,,,,,ECOLOGICAL STUDY OF RICKETTSIA ENDEMICITY IN COLOMBIA ESTUDIO ECOLOGICO DE ENDEMICIDAD POR RICKETTSIA EN COLOMBIA,1,,,,,,
,,,,"Allodi, Silvana",3,,,,,,,,,,,UNIVERSIDADE FEDERAL DO MARANHAO,3,Federal University Of Rio De Janeiro Institute Of Biomedical Sciences,1,AMERICAN JOURNAL OF PRIMATOLOGY,1,,,,,Portland Press Ltd,1,,,,,ECOTOP S R L,1,,,,,,
,,,,"D'Andrea, Paulo S.",3,,,,,,,,,,,UNIVERSITY OF CALIFORNIA DAVIS,3,Federal University Of Rio De Janeiro Institute Of Chemistry,1,AMERICAN JOURNAL OF TROPICAL MEDICINE,1,,,,,Revista Biota Neotropica,1,,,,,EL COLEGIO DE LA FRONTERA SUR,1,,,,,,
,,,,"Grimaldi, G",3,,,,,,,,,,,UNIVERSITY OF ILLINOIS SYSTEM,3,Federal University Of Rio Grande Do Norte Health Sciences Centre,1,AMERICAN MUSEUM NOVITATES,1,,,,,Scanning Microscopy Int,1,,,,,ENLACE EXCHANGE GRANT,1,,,,,,
,,,,"Gennari, Solange M",3,,,,,,,,,,,UNIVERSITY OF MISSOURI COLUMBIA,3,Federal University Of West Para Institute Of Biodiversity And Forests,1,AMERICAN TRYPANOSOMIASIS CHAGAS DISEASE ONE HUNDRED YEARS OF RESEARCH,1,,,,,Soc Biolgia Chile,1,,,,,ENVIRONMENTAL PROTECTION AGENCY SCIENCE TO ACHIEVE RESULTS STAR FELLOWSHIP,1,,,,,,
,,,,"Tasca, Tiana",3,,,,,,,,,,,UNIVERSITY OF MISSOURI SYSTEM,3,Georgia Southern University Jiann Ping Hsu College Of Public Health,1,AMERICAN TRYPANOSOMIASIS CHAGAS DISEASE ONE HUNDRED YEARS OF RESEARCH 2ND EDITION,1,,,,,"Soc Brasileira Zoologia, Univ Federal Parana",1,,,,,ESCUELA NACIONAL CENTRAL DE AGRICULTURA ENCA GUATEMALA,1,,,,,,
,,,,"Barradas, Penha C",3,,,,,,,,,,,UNIVERSITY OF NEW MEXICO,3,German Heart Center Berlin,1,ANATOMICAL RECORD ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY,1,,,,,Soc Study Reproduction,1,,,,,ESTRATEGIA DE SOSTENIBILIDAD CODI UNIVERSIDAD DE ANTIOQUIA,1,,,,,,
