Publication Years,Publication Years_Count,Document Types,Document Types_Count,Researcher Profiles,Researcher Profiles_Count,Web of Science Categories,Web of Science Categories_Count,Citation Topics Meso,Citation Topics Meso_Count,Citation Topics Micro,Citation Topics Micro_Count,Sustainable Development Goals,Sustainable Development Goals_Count,Web of Science Index,Web of Science Index_Count,Affiliations,Affiliations_Count,Affiliation with Department,Affiliation with Department_Count,Publication Titles,Publication Titles_Count,Languages,Languages_Count,Countries/Regions,Countries/Regions_Count,Publishers,Publishers_Count,Research Areas,Research Areas_Count,Open Access,Open Access_Count,Funding Agencies,Funding Agencies_Count,Conference Titles,Conference Titles_Count
,,,,"Piña, Carlos",2,,,,,,,,,,,GRANOLLERS MUSEUM NAT SCI,1,,,ZOOLOGIA,1.0,,,,,,,,,,,IBAMA,1,,
,,,,"Salomao Gananca, Pedro Henrique",2,,,,,,,,,,,HUMBOLDT UNIVERSITY OF BERLIN,1,,,ZOOLOGICAL SCIENCE,1.0,,,,,,,,,,,INNOVATION FOR SUSTAINABLE AND HEALTHY LIVING AND ENVIRONMENT THEMATIC PROGRAMME,1,,
,,,,"Will, Sonia",2,,,,,,,,,,,INST AGGEU MAGALHAES FIOCRUZ PE,1,,,ZOOLOGISCHER ANZEIGER,1.0,,,,,,,,,,,INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE INRA,1,,
,,,,"Martin, Paula Sanches",2,,,,,,,,,,,INST CARSTE,1,,,ZOONOSES AND PUBLIC HEALTH,1.0,,,,,,,,,,,INSTITUTE OF PARASITOLOGY VETSUISSE FACULTY UNIVERSITY OF BERN SWITZERLAND,1,,
,,,,"Munoz, Sebastian",2,,,,,,,,,,,INST CHICO MENDES CONSERVACAO BIODIVERSIDADE,1,,,,,,,,,,,,,,,INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA,1,,
,,,,"Vilela, Roberto do Val",2,,,,,,,,,,,INST DIV EVOLUC AUSTRAL IDEAUS CONICET,1,,,,,,,,,,,,,,,INSTITUTO NACIONAL DE TECNOLOGIA AGROPECUARIA INTA,1,,
,,,,"Coelho, M. G.",2,,,,,,,,,,,INST INNOVAC PRODUCC AGR DESARROLLO SOSTENIBLE I,1,,,,,,,,,,,,,,,INTERNATIONAL DEVELOPMENT RESEARCH CENTER ECOHEALTH PROGRAM,1,,
,,,,"Nunes, Marcio RT",2,,,,,,,,,,,INST NACL BIODIVERSIDAD INABIO,1,,,,,,,,,,,,,,,LUDWIG MAXIMILIANS UNIVERSITAT LMU,1,,
,,,,"de Andrade Moral, Rafael",2,,,,,,,,,,,INSTITUTO BUTANTAN,1,,,,,,,,,,,,,,,MACARTHUR FOUNDATION,1,,
,,,,"Sabino-Santos, Gilberto",2,,,,,,,,,,,INSTITUTO FEDERAL FARROUPILHA,1,,,,,,,,,,,,,,,MASSEY UNIVERSITY FOUNDATION,1,,
,,,,"Bueno, Adriana de Arruda",2,,,,,,,,,,,IPE,1,,,,,,,,,,,,,,,MESTRADO EM PESQUISA LABORATORIAIS EM SAUDE PUBLICA DA COORDENADORIA DE CONTROLE DE DOENCAS DA SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO SAO PAULO BRAZIL,1,,
,,,,"de Oliveira, Stefan Vilges",2,,,,,,,,,,,KNOWLEDGE CTR BIODIVERS,1,,,,,,,,,,,,,,,NATIONAL POST DOCTORAL PROGRAM CAPES MINISTRY OF EDUCATION PNPD CAPES MEC,1,,
,,,,"Jakab, Ferenc",1,,,,,,,,,,,MASSEY UNIVERSITY,1,,,,,,,,,,,,,,,NATIONAL SCIENCE TECHNOLOGY COUNCIL NSTC TAIWAN,1,,
,,,,"Cerqueira, Rui",1,,,,,,,,,,,MESTRADO PESQUISA LAB SAUDE PUBL COORDENADORIA CO,1,,,,,,,,,,,,,,,OSWALDO CRUZ INSTITUTE FIOCRUZ,1,,
,,,,"Bezerra, Alexandra Maria Ramos",1,,,,,,,,,,,MIGUEL LILLO FOUNDATION,1,,,,,,,,,,,,,,,PELD,1,,
,,,,"De Paula, Valéria V",1,,,,,,,,,,,MINIST SAUDE,1,,,,,,,,,,,,,,,PELD LTER POPA THROUGH THE CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFCO E TECNOLOGICO CNPQ,1,,
,,,,"Ortiz, Alberto Anastacio Amarilla",1,,,,,,,,,,,MUSEO LA PLATA,1,,,,,,,,,,,,,,,PIE CNPQ,1,,
,,,,"Artoni, Roberto Ferreira",1,,,,,,,,,,,MUSEU PARAENSE EMILIO GOELDI,1,,,,,,,,,,,,,,,PP BIO CNPQ,1,,
,,,,"MOURA, ARLINDO A",1,,,,,,,,,,,NATIONAL UNIVERSITY OF CORDOBA,1,,,,,,,,,,,,,,,PPBIO CNPQ MMA,1,,
,,,,"Mendonça, André",1,,,,,,,,,,,NATIONAL UNIVERSITY OF LA PLATA,1,,,,,,,,,,,,,,,PPBIO REDE BIOMA,1,,
,,,,"da Luz Mathias, Maria",1,,,,,,,,,,,NATIONAL UNIVERSITY OF MAR DEL PLATA,1,,,,,,,,,,,,,,,PRO BIO MMA,1,,
,,,,"Lessa, Gisele",1,,,,,,,,,,,NATIONAL UNIVERSITY OF THE LITTORAL,1,,,,,,,,,,,,,,,PROBIO,1,,
,,,,"Maciel, Bianca M",1,,,,,,,,,,,ORQUIDARIO MUNICIPAL SANTOS,1,,,,,,,,,,,,,,,PROGRAMA DE INICIACAO CIENTIFICA E TECNOLOGICA,1,,
,,,,"Sevá, Anaiá P",1,,,,,,,,,,,PALACIO CONGRESSO NACL PRACCA TRES PODERES BRASIL,1,,,,,,,,,,,,,,,PROGRAMA DE POS GRADUACAO EM BIODIVERSIDADE E SAUDE INSTITUTO OSWALDO CRUZ FIOCRUZ,1,,
,,,,"Gabriel, Sofia I",1,,,,,,,,,,,PONTIFICIA UNIVERSIDADE CATOLICA DE MINAS GERAIS,1,,,,,,,,,,,,,,,PROGRAMA DE POS GRADUACAO EM CIENCIAS,1,,
,,,,"Leiner, Natalia",1,,,,,,,,,,,RIO DE JANEIRO FED UNIV UFRJ,1,,,,,,,,,,,,,,,PROGRAMA NACIONAL DE POS DOUTORADO PNPD OF THE EDUCATION MINISTRY CAPES MEC,1,,
,,,,"TIMENETSKY, MARIA CST",1,,,,,,,,,,,RURAL FED UNIV SEMIARIDO,1,,,,,,,,,,,,,,,RESEARCH AND PRODUCTIVITY PROGRAM OF UNESA,1,,
,,,,"Japyassú, Hilton",1,,,,,,,,,,,SAO PAULO STATE FOREST FDN,1,,,,,,,,,,,,,,,RESEARCH GRANTS FROM AGENCIA NACIONAL DE PROMOCION CIENTIFICA Y TECNOLOGICA,1,,
,,,,"Cerboncini, Ricardo",1,,,,,,,,,,,SAPIENZA UNIVERSITY ROME,1,,,,,,,,,,,,,,,RIO DE JANEIRO CARLOS CHAGAS FILHO RESEARCH SUPPORT FOUNDATION,1,,
,,,,"Weksler, Marcelo",1,,,,,,,,,,,SECRETARIA ESTADO MEIO AMBIENTE DESENVOLVIMENTO,1,,,,,,,,,,,,,,,RIPASA S A PAPEL E CELULOSE,1,,
,,,,"Pacheco, Richard Campos",1,,,,,,,,,,,SECRETARIA ESTADO SAUDE DIST FED,1,,,,,,,,,,,,,,,SAPIENZA UNIVERSITY ROME,1,,
,,,,"Peterson, A. Townsend",1,,,,,,,,,,,SECRETARIA ESTADUAL SAUDE PERNAMBUCO,1,,,,,,,,,,,,,,,SECRETARIA DO ESTADO DE SAUDE DE SAO PAULO SES,1,,
,,,,"Martins, Thiago",1,,,,,,,,,,,TEXAS TECH UNIVERSITY,1,,,,,,,,,,,,,,,SPANISH GOVERNMENT,1,,
,,,,"Umetsu, Fabiana",1,,,,,,,,,,,TEXAS TECH UNIVERSITY SYSTEM,1,,,,,,,,,,,,,,,STATE UNIVERSITY OF SANTA CRUZ,1,,
,,,,"Muylaert, Renata",1,,,,,,,,,,,TULANE UNIVERSITY,1,,,,,,,,,,,,,,,THE AUTHORS DECLARE THAT THERE IS NO CONFLICT OF INTEREST,1,,
,,,,"Moratelli, Ricardo",1,,,,,,,,,,,UNIV ESTADUAL MARANHA,1,,,,,,,,,,,,,,,UNIVERSIDAD NACIONAL DE RIO CUARTO,1,,
,,,,"Silva, Alexandre Rodrigues",1,,,,,,,,,,,UNIV FED MATO GROSSO DO SUL,1,,,,,,,,,,,,,,,UNIVERSIDAD NACIONAL DEL NORDESTE,1,,
,,,,"de AB Pires, Carolina",1,,,,,,,,,,,UNIV MAIMONIDES,1,,,,,,,,,,,,,,,UNIVERSIDADE DE BRASILIA,1,,
,,,,"Albuquerque, George Rego",1,,,,,,,,,,,UNIV NACL MAR DEL PLATA FCEYN UNMDP,1,,,,,,,,,,,,,,,UNIVERSIDADE ESTADUAL DE PONTA GROSSA UEPG,1,,
,,,,"Carmignotto, Ana Paula",1,,,,,,,,,,,UNIV NACL NORDESTE,1,,,,,,,,,,,,,,,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO UNIRIO,1,,
,,,,"Svartman, Marta",1,,,,,,,,,,,UNIV VALE DO RIO DOS SINOS UNISINOS,1,,,,,,,,,,,,,,,UNIVERSIDADE FEDERAL DO PARANA UFPR,1,,
,,,,"Sousa, Valeria Regia Franco",1,,,,,,,,,,,UNIVERSIDAD ANDRES BELLO,1,,,,,,,,,,,,,,,UNIVERSIDADE FEDERAL RURAL DO SEMI ARIDO MOSSORO,1,,
,,,,"Queirolo, Diego",1,,,,,,,,,,,UNIVERSIDAD DE CONCEPCION,1,,,,,,,,,,,,,,,UNIVERSITY OF BUENOS AIRES,1,,
,,,,"Ambrosio, Carlos Eduardo",1,,,,,,,,,,,UNIVERSIDAD NACIONAL DE TUCUMAN,1,,,,,,,,,,,,,,,UNIVERSITY OF PECS,1,,
